symbol,industry,sector,averageDailyVolume10Day,averageDailyVolume3Month,fiftyDayAverageChangePercent,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,longName,regularMarketChangePercent,regularMarketDayHigh,regularMarketDayLow,regularMarketOpen,regularMarketPreviousClose,regularMarketPrice,regularMarketTime,regularMarketVolume,twoHundredDayAverageChangePercent,ytdReturn,expireDate,expireIsoDate,openInterest,marketCap,quoteType,beta,enterpriseValue,pegRatio,enterpriseToEbitda,52WeekChange,SandP52WeekChange,shortPercentOfFloat,netIncomeToCommon,52wkAbsRange
INTU,Software - Application,Technology,1615.6,1758.5,0.07696952,-0.046885762000000004,0.4689225,150.43 - 231.84,Intuit Inc.,-1.6074452,223.39,220.5,222.16,224.58,220.97,1549573201.0,1044015.0,0.04675363,,,,,57.3,EQUITY,0.910911,57373433856.0,2.26,32.804,0.47024548,0.058353424,0.0163,1247000064.0,0.5158082620000001
IONS,Biotechnology,Healthcare,722.2,914.3,0.04408628,-0.029760953,0.48528279999999996,39.07 - 59.81,"Ionis Pharmaceuticals, Inc.",-0.034453847,58.42,57.5,58.0,58.05,58.03,1549573201.0,663687.0,0.14051685,,,,,8.0,EQUITY,2.589362,6824140288.0,-4.2,-55.54,0.2228775,0.058353424,0.122700006,-65453000.0,0.5150437529999999
IOVA,Biotechnology,Healthcare,960.1,1223.5,0.06922915,-0.51457286,0.33057845,7.26 - 19.9,"Iovance Biotherapeutics, Inc.",-1.7294006000000002,10.34,9.51,10.2,9.83,9.66,1549573201.0,1180574.0,-0.1397764,,,,,1.2,EQUITY,2.888722,910116544.0,0.37,-7.684,-0.40243167,0.058353424,0.1333,-116859000.0,0.8451513100000001
IPGP,Semiconductor Equipment & Materials,Technology,385.7,509.9,0.100112624,-0.47751838,0.30705279999999996,104.64 - 261.77,IPG Photonics Corporation,-3.2675542999999996,140.45,136.09,140.17,141.39,136.77,1549573201.0,303988.0,-0.06491268,,,,,7.3,EQUITY,1.740077,6275101696.0,2.72,9.65,-0.3770817,0.058353424,0.18600000000000003,381424000.0,0.7845711799999999
IQ,Internet Content & Information,Technology,6746.7,7728.7,0.13989641,-0.5673805000000001,0.39372820000000003,14.35 - 46.23,"iQIYI, Inc.",-6.0591870000000005,20.98,19.87,20.86,21.29,20.0,1549573201.0,10843662.0,-0.13817331,,,,,14.5,EQUITY,,15406867456.0,-9.31,,Infinity,0.058353424,,,0.9611087
IQV,Diagnostics & Research,Healthcare,855.7,1339.9,0.07390537,-0.07160760000000001,0.41585666,91.57 - 139.65,IQVIA Holdings Inc.,-0.7730060999999999,139.65,128.49,139.65,130.66,129.65,1549573190.0,794958.0,0.05635752,,,,,25.7,EQUITY,1.2094209999999999,36309024768.0,1.47,19.983,0.3720466,0.058353424,0.024,1248999936.0,0.48746426
IRBT,Consumer Electronics,Technology,855.5,629.8,0.15605767,-0.17439999,0.7579344,55.77 - 118.75,iRobot Corporation,9.639905,104.05,95.21,101.0,89.42,98.04,1549573201.0,3270842.0,0.057950024,,,,,2.7,EQUITY,2.098004,2331773440.0,1.78,17.188,0.4953177,0.058353424,0.42099997,67422000.0,0.9323343900000001
ISRG,Medical Instruments & Supplies,Healthcare,717.2,823.9,0.023232711,-0.1234857,0.34042102,380.0 - 581.12,"Intuitive Surgical, Inc.",-2.4121137000000004,520.0,507.41,516.73,521.95,509.36,1549573201.0,560344.0,-0.020342784,,,,,58.2,EQUITY,1.262413,56810545152.0,4.14,41.629,0.36682642,0.058353424,,1127900032.0,0.46390672
IWM,,,19751.2,26079.9,0.05916901,-0.13657069,0.18996908,125.81 - 173.39,iShares Russell 2000 ETF,-0.8083125,150.7,148.39,149.92,150.93,149.71,1549573200.0,21635223.0,-0.037202846,11.24,,,,43.1,ETF,,,,,,,,,0.32653977
JD,Specialty Retail,Consumer Cyclical,14452.8,18296.2,0.06434426,-0.51061225,0.24830821,19.21 - 49.0,"JD.com, Inc.",-4.500203,24.93,23.52,24.77,25.11,23.98,1549573201.0,15717669.0,-0.06482718,,,,,34.7,EQUITY,1.089574,36328722432.0,116.96,,-0.40568048,0.058353424,,,0.75892046
JNJ,Drug Manufacturers - Major,Healthcare,8380.6,9986.6,0.02318488,-0.11363184,0.11330294,118.62 - 148.99,Johnson & Johnson,-0.70676875,132.6,131.53,132.45,133.0,132.06,1549573199.0,4650026.0,-0.029910775,,,,,354.2,EQUITY,0.619608,368598056960.0,2.2,13.068,0.05254829,0.058353424,0.0052,15297000448.0,0.22693478
JNK,,,17389.1,19152.8,0.021449324,-0.031335882999999995,0.070473984,32.92 - 36.38,SPDR Blmbg Barclays High Yield Bd ETF,-0.39570206,35.27,35.17,35.27,35.38,35.24,1549573199.0,22529225.0,0.0007483442,5.07,,,,,ETF,,,,,,,,,0.101809867
JNPR,Communication Equipment,Technology,5863.7,3999.0,-0.04442715,-0.1564935,0.10038114,23.61 - 30.8,"Juniper Networks, Inc.",-0.53599274,25.99,25.64,25.91,26.12,25.98,1549573199.0,3067053.0,-0.07222933,,,,,9.0,EQUITY,0.544041,7601747968.0,1.11,9.568,0.059205174,0.058353424,0.059499998,566899968.0,0.25687464
KBE,,,4378.0,3544.5,0.08900794,-0.1578846,0.25400925,34.92 - 52.0,SPDR S&P Bank ETF,1.0383036,44.32,43.39,44.07,43.34,43.79,1549573199.0,5774233.0,-0.016862962,14.1,,,,,ETF,,,,,,,,,0.41189385
KCE,,,9.2,31.1,0.053987578,-0.15965279999999998,0.18471135,44.34 - 62.51,SPDR S&P Capital Markets ETF,-0.6793397,52.88,52.5174,52.9,52.8894,52.5301,1549561032.0,2284.0,-0.025897061000000002,8.65,,,,0.0,ETF,,,,,,,,,0.34436415
KIE,,,304.0,350.0,0.051120978,-0.06253811,0.16006039,26.49 - 32.78,SPDR S&P Insurance ETF,-0.32436064,30.779,30.4132,30.71,30.83,30.73,1549573198.0,210310.0,0.0029731797999999997,7.18,,,,,ETF,,,,,,,,,0.22259849999999998
KLAC,Semiconductor Equipment & Materials,Technology,1766.6,1683.3,0.11626567,-0.14908032,0.30787355,80.65 - 123.96,KLA-Tencor Corporation,-2.1702805,106.86,104.8,106.62,107.82,105.48,1549573201.0,1410733.0,0.054351576,,,,,16.0,EQUITY,1.109433,15864349696.0,1.65,9.074,0.09417498,0.058353424,0.0428,1420691968.0,0.45695387
KRE,,,7577.1,9374.9,0.08729133,-0.17216842,0.24391347,43.95 - 66.04,SPDR S&P Regional Banking ETF,1.4662158,55.37,54.19,55.11,53.88,54.67,1549573201.0,18060538.0,-0.029791208,13.24,,,,,ETF,,,,,,,,,0.41608188999999995
LGND,Biotechnology,Healthcare,410.1,709.3,-0.0783237,-0.58179605,0.18222402,98.56 - 278.62,Ligand Pharmaceuticals Incorporated,-0.9520595,120.545,114.0,117.52,117.64,116.52,1549573201.0,604570.0,-0.38575529999999997,,,,,2.5,EQUITY,2.383454,2180100352.0,0.69,12.495,-0.21573335,0.058353424,0.4461,178792992.0,0.7640200699999999
LH,Diagnostics & Research,Healthcare,778.6,1005.3,0.11789019,-0.22499475,0.23580167,119.38 - 190.36,Laboratory Corporation of America Holdings,4.4534080000000005,149.5,143.63,144.7,141.24,147.53,1549573198.0,1502951.0,-0.07053548,,,,,14.9,EQUITY,1.198865,19909419008.0,1.41,9.623,-0.14637977,0.058353424,0.0233,1454700032.0,0.46079642
LKQ,Auto Parts,Consumer Cyclical,2271.6,3186.3,0.030808244,-0.3822076,0.15435357,22.74 - 42.49,LKQ Corporation,-2.8856852,27.0,26.17,26.94,27.03,26.25,1549573201.0,1305048.0,-0.09931173,,,,,8.4,EQUITY,1.625583,12778890240.0,0.35,10.65,-0.30442613,0.058353424,0.0381,570454976.0,0.5365611699999999
LLY,Drug Manufacturers - Major,Healthcare,5301.2,4929.5,0.018012583000000002,-0.03566147,0.5944497,73.69 - 121.84,Eli Lilly and Company,-1.488215,119.32,116.88,119.0,119.27,117.495,1549573199.0,6884350.0,0.07097257,,,,,118.5,EQUITY,0.586846,127220269056.0,1.42,16.333,0.60719573,0.058353424,0.0313,450100000.0,0.6301111699999999
LOGM,Software - Application,Technology,504.0,645.7,0.07697908,-0.31075665,0.24095099,74.87 - 134.8,"LogMeIn, Inc.",-2.5078692000000005,94.75,92.35,94.35,95.3,92.91,1549573201.0,409727.0,0.08747999,,,,,4.8,EQUITY,1.125426,4904548352.0,1.05,14.287,-0.21660501,0.058353424,0.081599995,142304000.0,0.55170764
LOW,Home Improvement Stores,Consumer Cyclical,3983.6,5160.4,0.034285333,-0.17672044,0.19393787,81.16 - 117.7,"Lowe's Companies, Inc.",-0.29838553,97.1299,95.93,96.49,97.19,96.9,1549573200.0,3347584.0,-0.02585464,,,,,77.8,EQUITY,1.568123,92662079488.0,1.17,12.184000000000001,0.022944927,0.058353424,0.0138,3680999936.0,0.37065831000000005
LQD,,,10642.2,10120.0,0.018258543999999998,-0.017358132,0.043146095999999995,111.25 - 118.1,iShares iBoxx $ Invmt Grade Corp Bd ETF,-0.025843194,116.08,115.78,116.0,116.08,116.05,1549573194.0,12965302.0,0.019572753000000002,3.14,,,,31.7,ETF,,,,,,,,,0.06050422799999999
LULU,Apparel Stores,Consumer Cyclical,1703.1,2649.6,0.084270485,-0.10413246599999999,0.9571789,75.43 - 164.79,Lululemon Athletica Inc.,1.282938,147.67,143.19,144.33,145.76,147.63,1549573201.0,1561329.0,0.072564274,,,,,19.4,EQUITY,0.644728,18745214976.0,1.6,24.94,0.9011347,0.058353424,0.0517,385096992.0,1.061311366
MA,Credit Services,Financial Services,4870.4,4593.1,0.09177596,-0.050366122,0.34956163,158.57 - 225.35,Mastercard Incorporated,-0.6038101,214.44,211.6001,213.46,215.3,214.0,1549573199.0,2404554.0,0.05406494,,,,,220.6,EQUITY,1.045348,220601663488.0,1.4,24.873,0.34043086,0.058353424,0.0078,5858999808.0,0.399927752
MANH,Software - Application,Technology,564.7,464.8,0.097764626,-0.19714697,0.28402978,39.01 - 62.39,"Manhattan Associates, Inc.",2.7065813999999997,50.46,47.91,48.77,48.77,50.09,1549573201.0,732513.0,0.0066185193,,,,,3.3,EQUITY,1.5388760000000001,3094610944.0,1.86,20.363,0.21864069,0.058353424,0.1433,103289000.0,0.48117675000000004
MASI,Medical Instruments & Supplies,Healthcare,315.2,458.8,0.107536085,-0.020012457,0.5596728,80.69 - 128.42,Masimo Corporation,-0.74921495,126.7191,124.7709,125.87,126.8,125.85,1549573201.0,318064.0,0.10941476,,,,,6.7,EQUITY,1.472334,6223197696.0,3.48,26.804000000000002,0.54521096,0.058353424,0.0286,145700992.0,0.579685257
MCHP,Semiconductors,Technology,3709.9,3253.8,0.17139383,-0.15479845,0.45090607,60.7 - 104.2,Microchip Technology Incorporated,-1.38842,89.16,86.54,87.64,89.31,88.07,1549573201.0,4134737.0,0.13502236,,,,,20.8,EQUITY,1.230249,31544578048.0,0.98,20.758000000000003,0.11777222,0.058353424,0.21190001,27700000.0,0.60570452
MCK,Medical Distribution,Healthcare,2025.6,1800.1,0.08604018,-0.18835077,0.23051557,106.11 - 160.87,McKesson Corporation,-1.5457606000000002,133.49,130.29,132.81,132.62,130.57,1549573198.0,1066528.0,0.03631489,,,,,25.0,EQUITY,1.488428,34884816896.0,1.59,8.511000000000001,-0.11722028,0.058353424,0.0275,-319000000.0,0.41886634
MDSO,Health Information Services,Technology,385.4,455.2,0.08807771,-0.1719366,0.23473151,59.6 - 88.87,"Medidata Solutions, Inc.",-2.0497818,74.82,73.245,74.82,75.13,73.59,1549573201.0,410561.0,0.0068579074,,,,,4.4,EQUITY,1.5618100000000001,4318714880.0,2.78,48.32899999999999,0.19996798,0.058353424,0.107,51418000.0,0.40666811
MDT,Medical Devices,Healthcare,5431.1,6194.0,0.019150529,-0.11243137,0.16332935,76.41 - 100.15,Medtronic plc,0.033759597999999995,89.36,88.1297,88.41,88.86,88.89,1549573199.0,3663664.0,-0.038020953999999996,,,,,119.4,EQUITY,0.701063,133235286016.0,2.06,13.764000000000001,0.13370764,0.058353424,0.0062,2168000000.0,0.27576072
MELI,Specialty Retail,Consumer Cyclical,504.7,581.6,0.08773296,-0.14287764,0.39096004,257.52 - 417.91,"MercadoLibre, Inc.",-0.20060213,361.5,345.39,354.58,358.92,358.2,1549573201.0,326227.0,0.073810376,,,,,16.2,EQUITY,2.007428,16020651008.0,-23.05,-5971.170999999999,0.03941393,0.058353424,0.0787,-101969000.0,0.53383768
MIME,Software - Infrastructure,Technology,487.0,414.9,0.18474475,-0.12844038,0.37704358,29.665 - 46.87,Mimecast Limited,-3.2678217999999997,42.2,40.53,41.99,42.23,40.85,1549573201.0,449608.0,0.10837033,,,,,2.5,EQUITY,0.922119,2559789056.0,6.09,131.003,0.31680703,0.058353424,0.0063,-14676000.0,0.50548396
MKSI,Scientific & Technical Instruments,Technology,834.2,656.8,0.14073862,-0.3643592,0.44651416,56.37 - 128.28,"MKS Instruments, Inc.",-3.9009987999999995,83.96,80.33,83.91,84.85,81.54,1549573201.0,513816.0,0.03473518,,,,,4.4,EQUITY,1.375569,4065627648.0,0.79,6.997999999999999,-0.12570846,0.058353424,,392896000.0,0.81087336
MLNX,Semiconductors,Technology,1890.2,952.2,0.11294758,-0.015331821,0.67157537,58.4 - 99.14,"Mellanox Technologies, Ltd.",-1.1342872,98.75,96.5,98.0,98.74,97.62,1549573201.0,428565.0,0.17182869,,,,,5.2,EQUITY,-0.23346,4869871104.0,0.39,20.271,0.6650927,0.058353424,0.012,134258000.0,0.686907191
MOH,Health Care Plans,Healthcare,573.6,877.1,0.086736776,-0.10560823,0.93879265,71.07 - 154.06,"Molina Healthcare, Inc.",-0.35435745,139.71,136.77,137.44,138.28,137.79,1549573197.0,495589.0,0.0419616,,,,,8.6,EQUITY,1.911007,5514150912.0,1.13,5.678999999999999,0.7730478,0.058353424,0.0855,244000000.0,1.04440088
MOMO,Internet Content & Information,Technology,2444.4,3813.7,0.055484977000000005,-0.47105458,0.25557986,22.85 - 54.24,Momo Inc.,-4.779285400000001,29.89,28.43,29.84,30.13,28.69,1549573201.0,2963736.0,-0.1830275,,,,,5.9,EQUITY,1.8425080000000003,5548415488.0,0.52,10.707,0.14215314,0.058353424,,430326016.0,0.72663444
MPWR,Semiconductors,Technology,307.9,332.7,0.08455251,-0.13882139999999998,0.28522408,101.99 - 152.21,"Monolithic Power Systems, Inc.",-2.8461282000000003,133.78,130.04,133.5,134.92,131.08,1549573201.0,279549.0,0.028299775,,,,,5.6,EQUITY,1.175546,5374379008.0,1.4,44.644,0.29955697,0.058353424,0.051999997,89701000.0,0.42404548
MRK,Drug Manufacturers - Major,Healthcare,12522.5,13644.9,0.027417982,-0.041900493,0.45428732,52.83 - 80.19,"Merck & Co., Inc.",-0.72360456,77.12,76.11,76.94,77.39,76.83,1549573199.0,7124592.0,0.06539245,,,,,199.8,EQUITY,0.569364,214300049408.0,1.73,14.784,0.41403258,0.058353424,0.015700001,6220000256.0,0.496187813
MRVL,Semiconductors,Technology,10445.3,11176.6,0.08664177,-0.27204132,0.27824265,14.34 - 25.18,Marvell Technology Group Ltd.,-3.7289964999999996,18.48,17.95,17.98,19.04,18.33,1549573201.0,20444265.0,0.01723581,,,,,12.1,EQUITY,1.105428,13462556672.0,1.05,22.029,-0.081967175,0.058353424,0.0641,130367000.0,0.55028397
MSFT,Software - Infrastructure,Technology,35106.3,38229.1,0.018780766,-0.09390604,0.25575563,83.83 - 116.18,Microsoft Corporation,-0.7167803,105.585,104.3,105.185,106.03,105.27,1549573201.0,23033061.0,-0.02217325,,,,,807.7,EQUITY,1.105024,780424708096.0,1.67,15.74,0.24726498,0.058353424,0.0077,33540999168.0,0.34966167000000004
MSG,Leisure,Consumer Cyclical,321.4,298.0,0.048625472999999995,-0.14199996,0.37969014,205.22 - 330.0,The Madison Square Garden Company,-0.3484286,283.62,279.14,284.0,284.13,283.14,1549573192.0,145280.0,-0.0091036465,,,,,6.7,EQUITY,0.541818,5717244416.0,2.68,52.696999999999996,0.34805715,0.058353424,0.0539,12475000.0,0.5216901
MSI,Communication Equipment,Technology,999.5,1029.6,0.02711003,-0.114577875,0.22364348,96.94 - 133.97,"Motorola Solutions, Inc.",-1.5029458,119.85,117.805,119.79,120.43,118.62,1549573194.0,893726.0,-0.034992967,,,,,19.4,EQUITY,0.82857,24130957312.0,1.11,13.31,0.21966779,0.058353424,0.0255,-31000000.0,0.338221355
MTD,Diagnostics & Research,Healthcare,109.9,160.9,0.10953175,-0.017093139,0.2942046,500.74 - 659.33,Mettler-Toledo International Inc.,-1.082199,655.7,642.06,650.53,655.15,648.06,1549573193.0,137370.0,0.10564935,,,,,16.2,EQUITY,1.475692,17257594880.0,2.4,24.055,0.09009993,0.058353424,0.038599997999999996,408400992.0,0.31129773899999996
MTLS,Software - Application,Technology,122.4,278.0,-0.10083504,-0.27185732,0.5,11.16 - 22.99,Materialise NV,-2.956523,17.58,16.6,17.3,17.25,16.74,1549573201.0,80846.0,0.12376514,,,,,0.9,EQUITY,-0.7522949999999999,888495744.0,3.64,,0.42444265,0.058353424,,,0.7718573200000001
MU,Semiconductor Memory,Technology,35219.0,33730.2,0.13286199999999998,-0.39096817,0.3871082,28.39 - 64.66,"Micron Technology, Inc.",-5.154141,41.0405,38.91,40.8135,41.52,39.38,1549573201.0,39273314.0,-0.05242124,,,,,44.1,EQUITY,1.4303350000000001,43673612288.0,0.19,2.1180000000000003,0.037999988,0.058353424,0.0547,14750000128.0,0.77807637
MUB,,,1174.8,1620.8,0.0036728156,-0.0009133114999999999,0.027908299999999997,106.42 - 109.49,iShares National Muni Bond ETF,0.19234209,109.49,109.28,109.28,109.18,109.39,1549573193.0,897702.0,0.010853553,0.72,,,,,ETF,,,,,,,,,0.028821611499999997
MXIM,Semiconductors,Technology,2715.2,3981.0,0.055668913,-0.14829198,0.17602915,46.64 - 64.4,"Maxim Integrated Products, Inc.",-2.367394,55.98,54.47,55.69,56.18,54.85,1549573201.0,1544305.0,-0.006494484,,,,,15.0,EQUITY,1.488446,14390744064.0,1.52,14.39,0.010431647,0.058353424,0.062800005,717113984.0,0.32432112999999996
MYGN,Diagnostics & Research,Healthcare,1154.2,1022.2,-0.018679477,-0.44230768,0.07984645,26.05 - 50.44,"Myriad Genetics, Inc.",-1.7464198,29.28,27.96,28.81,28.63,28.13,1549573201.0,866730.0,-0.2604096,,,,,2.1,EQUITY,1.4167049999999999,2174116864.0,1.28,18.519000000000002,-0.12231761,0.058353424,0.26139998,51600000.0,0.52215413
MYL,Drug Manufacturers - Specialty & Generic,Healthcare,4846.6,4669.7,0.052114654,-0.31303757,0.16596234,26.03 - 44.18,Mylan N.V.,-2.001934,31.08,30.23,30.85,30.97,30.35,1549573201.0,3333936.0,-0.10246734,,,,,15.6,EQUITY,1.574589,29953226752.0,0.78,7.931,-0.21095544,0.058353424,0.0153,545600000.0,0.47899991
NATI,Software - Application,Technology,1123.6,814.1,-0.01156788,-0.16912454,0.14775656,38.78 - 53.57,National Instruments Corporation,-1.0229106,44.91,44.29,44.65,44.97,44.51,1549573201.0,580684.0,-0.037753800000000004,,,,,5.9,EQUITY,0.886375,5430666240.0,0.69,20.869,-0.029773414,0.058353424,0.013999999499999999,155056992.0,0.3168811
NCLH,Leisure,Consumer Cyclical,2999.7,2474.0,0.11779915,-0.13928933,0.30462393,39.36 - 59.66,Norwegian Cruise Line Holdings Ltd.,-2.413532,52.0908,50.67,52.09,52.62,51.35,1549573197.0,1589401.0,0.030613863999999998,,,,,11.3,EQUITY,2.224871,17750882304.0,0.73,10.166,-0.06052488,0.058353424,0.0147,899006016.0,0.44391326
NEOG,Diagnostics & Research,Healthcare,177.7,226.4,0.05280376,-0.3681454,0.18099809,52.1 - 97.38,Neogen Corporation,-2.6269977000000004,63.07,60.9,62.62,63.19,61.53,1549573201.0,211992.0,-0.12553918,,,,,3.2,EQUITY,1.100533,3050083840.0,4.33,34.705999999999996,0.15647876,0.058353424,0.0547,65419000.0,0.5491434900000001
NEWR,Software - Infrastructure,Technology,868.4,726.1,0.12825693,-0.12371491,0.61185896,62.4 - 114.78,"New Relic, Inc.",-5.3275566,104.49,95.175,100.26,106.24,100.58,1549573197.0,1998893.0,0.08945333,,,,,5.7,EQUITY,0.9101540000000001,5661807616.0,9.48,-998.203,0.68634915,0.058353424,0.0833,-28646000.0,0.73557387
NFLX,Media - Diversified,Consumer Cyclical,8589.0,12647.9,0.10635593,-0.18548712,0.49076676,231.23 - 423.21,"Netflix, Inc.",-2.1238568,348.75,339.02,347.9,352.19,344.71,1549573201.0,7534833.0,0.06390760000000001,,,,,150.5,EQUITY,1.5254290000000001,161911717888.0,1.67,95.898,0.4081967,0.058353424,0.0423,1211241984.0,0.67625388
NICE,Software - Application,Technology,145.0,196.5,0.04173728,-0.06742887,0.32264176,84.49 - 119.83,NICE Ltd.,0.24219288,112.85,110.65,110.9,111.48,111.75,1549573201.0,144019.0,0.012009485,,,,,6.9,EQUITY,0.63853,6854998016.0,1.62,19.389,0.30218434,0.058353424,,176432000.0,0.39007063
NKE,Footwear & Accessories,Consumer Cyclical,5407.0,7406.0,0.07038686400000001,-0.042305898,0.31924435,62.46 - 86.04,"NIKE, Inc.",-0.37480056,82.84,81.71,82.15,82.71,82.4,1549573197.0,3864192.0,0.05873546,,,,,129.7,EQUITY,0.717436,129844862976.0,2.15,23.680999999999997,0.32357168,0.058353424,0.0095,2155000064.0,0.361550248
NKTR,Biotechnology,Healthcare,1218.6,2208.3,0.10978432,-0.60650146,0.49965778,29.22 - 111.36,Nektar Therapeutics,-1.1727569,44.72,43.13,44.06,44.34,43.82,1549573201.0,1442351.0,-0.074307546,,,,,7.6,EQUITY,3.868147,6398582784.0,-1.53,8.045,-0.40602815,0.058353424,0.2219,745699008.0,1.10615924
NOW,Software - Application,Technology,3716.8,2296.2,0.20371401,-0.011198288999999998,0.64920044,137.6 - 229.5,"ServiceNow, Inc.",0.607375,228.03900000000002,222.2675,224.06,225.56,226.93,1549573197.0,1399162.0,0.22737020000000002,,,,,40.7,EQUITY,1.194935,40212885504.0,1.79,371.705,0.60999274,0.058353424,0.076799996,-26704000.0,0.660398729
NSTG,Biotechnology,Healthcare,228.9,318.5,0.19456288,-0.032801047,2.8177173,5.87 - 23.17,"NanoString Technologies, Inc.",-0.44424868,22.685,21.93,22.46,22.51,22.41,1549573201.0,133294.0,0.37338907,,,,,0.7,EQUITY,2.078337,649219968.0,,-11.749,2.463077,0.058353424,0.0461,-65041000.0,2.850518347
NTAP,Data Storage,Technology,2244.1,3226.8,0.09230916,-0.23944145,0.2882692,52.0 - 88.08,"NetApp, Inc.",-1.7165577,68.1,66.25,67.78,68.16,66.99,1549573201.0,1884568.0,-0.09690525400000001,,,,,16.9,EQUITY,1.587114,14655547392.0,0.8,11.567,0.2204119,0.058353424,0.0763,295000000.0,0.52771065
NTGR,Communication Equipment,Technology,342.8,344.2,-0.057595216,-0.51341,0.19811319,31.8 - 78.3,"NETGEAR, Inc.",-0.41819093,39.45,36.0027,36.25,38.26,38.1,1549573201.0,509971.0,-0.31513116,,,,,1.2,EQUITY,1.577823,702966016.0,2.46,8.252,-0.31433696,0.058353424,0.0832,-21625000.0,0.7115231900000001
NTLA,Biotechnology,Healthcare,475.9,627.6,-0.07339186,-0.6446235,0.15945968,11.031 - 35.99,"Intellia Therapeutics, Inc.",-7.720055599999999,13.82,12.68,13.72,13.86,12.79,1549573201.0,620838.0,-0.4002243,,,,,0.6,EQUITY,2.908,305504192.0,-0.23,-3.366,-0.4023286,0.058353424,0.185,-90240000.0,0.80408318
NVDA,Semiconductors,Technology,24626.6,18622.9,0.03432617,-0.49644762,0.18447694,124.46 - 292.76,NVIDIA Corporation,-3.6470599999999997,151.22,145.694,151.128,153.0,147.42,1549573201.0,15359006.0,-0.2930828,,,,,89.9,EQUITY,2.609198,87728996352.0,1.47,18.197,-0.29661644,0.058353424,0.032,4694000128.0,0.68092456
NVTA,Diagnostics & Research,Healthcare,1319.4,1164.1,0.028555277999999996,-0.27945578,2.043678,4.35 - 18.375,Invitae Corporation,-1.5613386999999999,13.57,13.11,13.42,13.45,13.24,1549573197.0,640170.0,0.029326946,,,,,1.0,EQUITY,2.503725,924753024.0,-0.92,-8.177999999999999,1.1799028,0.058353424,0.13260001,-140007008.0,2.32313378
NXPI,Semiconductors,Technology,4886.8,4503.1,0.14530915,-0.27952033,0.34176278,67.62 - 125.93,NXP Semiconductors N.V.,-1.8604583,91.63,87.15,87.43,92.45,90.73,1549573201.0,8068277.0,0.07314252,,,,,26.8,EQUITY,1.2984129999999998,27858472960.0,0.87,9.816,-0.20260483,0.058353424,,2684999936.0,0.62128311
OLED,Semiconductor Equipment & Materials,Technology,567.5,935.5,0.15771577,-0.3437686,0.39746034,78.75 - 167.7,Universal Display Corporation,-0.7127331,113.15,108.09,109.72,110.84,110.05,1549573201.0,594250.0,0.046773277,,,,,5.2,EQUITY,1.692561,4657830400.0,2.7,36.193000000000005,-0.20715314,0.058353424,0.20040001,71434000.0,0.7412289400000001
ONCE,Biotechnology,Healthcare,476.6,586.0,0.10302661,-0.5157884,0.35447443,34.53 - 96.59,"Spark Therapeutics, Inc.",-3.0874386,48.39,46.42,47.56,48.26,46.77,1549573201.0,319624.0,-0.072646484,,,,,1.8,EQUITY,1.336158,1255712512.0,-1.59,-6.662000000000001,-0.05428183,0.058353424,0.2714,-75385968.0,0.87026283
OPRA,Internet Content & Information,Technology,199.3,191.3,0.1236559,-0.5012804,0.4670433,5.31 - 15.62,Opera Limited,-1.7654459999999998,7.9801,7.61,7.82,7.93,7.79,1549573201.0,64047.0,-0.08772564,,,,,0.9,EQUITY,,660135168.0,,15.124,Infinity,0.058353424,,24999000.0,0.9683237
ORBK,Scientific & Technical Instruments,Technology,629.6,521.7,0.06093507,-0.06539923,0.39216134,44.14 - 65.75,Orbotech Ltd.,-2.1340977999999997,62.51,61.17,62.51,62.79,61.45,1549573201.0,573458.0,0.044071335,,,,,3.0,EQUITY,0.76118,2709859072.0,0.84,13.164000000000001,0.35119426,0.058353424,0.0182,151490000.0,0.45756057000000006
ORCL,Software - Infrastructure,Technology,13270.1,19750.3,0.049862202,-0.060957335,0.18443395,42.4 - 53.48,Oracle Corporation,-2.0288668000000003,50.98,50.17,50.79,51.26,50.22,1549573199.0,13170476.0,0.036456544,,,,,180.2,EQUITY,0.9522370000000001,193352990720.0,1.46,12.161,0.09436381,0.058353424,0.0176,4064999936.0,0.24539128500000001
PACB,Diagnostics & Research,Healthcare,2244.9,2480.6,-0.02045948,-0.096938804,2.5049505,2.02 - 7.84,"Pacific Biosciences of California, Inc.",-0.97902334,7.18,7.06,7.13,7.15,7.08,1549573201.0,1287472.0,0.21644905,,,,,1.1,EQUITY,1.5780459999999998,963285504.0,-0.35,-11.515999999999998,1.826087,0.058353424,0.1003,-92525000.0,2.601889304
PANW,Software - Application,Technology,1131.1,1480.1,0.11315679,-0.08421711,0.47786534,148.41 - 239.5,"Palo Alto Networks, Inc.",-0.5531630999999999,219.66,216.16,217.5,220.55,219.33,1549573197.0,1342553.0,0.08847268,,,,,20.8,EQUITY,0.749254,19192868864.0,1.53,809.826,0.45750725,0.058353424,0.056799997000000005,-123000000.0,0.56208245
PAYC,Software - Application,Technology,938.4,628.3,0.26966342,-0.06165608,1.0919008,80.391 - 179.22,"Paycom Software, Inc.",-0.57349014,172.46,165.12,166.45,169.14,168.17,1549573198.0,1218503.0,0.24809524,,,,,9.9,EQUITY,1.669261,9018121216.0,2.45,66.789,1.0402894,0.058353424,0.1071,97740000.0,1.15355688
